Boswellia Serrata,Boswellia Serrata (AKBA),Green,300 mg,500 mg,"5-LOX inhibitor, joint pain.",Choose extracts with a high AKBA content.,Low.,FALSE,9; 1
Broccoligroddar,Broccoli Sprout (Sulforaphane),Green,20 mg,50 mg,"Detox, hormone balance.",Potent antioxidant.,Low.,FALSE,6; 8
Bromelain,Bromelain (Pineapple),Green,500 mg,1500 mg,"Protein, inflammation, skada.",Measured in GDU (Gelatin Digesting Units),Low.,FALSE,1; 9
Bromelain,Bromelain,Green,500 mg,1500 mg,"Skada, svullnad.",Taken on an empty stomach for inflammation.,Low.,FALSE,9
Brännässla,Stinging Nettle,Green,300 mg,600 mg,"Hair, allergy, prostate.",Lowers SHBG.,Low.,FALSE,1; 2
Brännässlerot,Stinging Nettle Root,Green,250 mg,500 mg,"Prostata, binder SHBG.",Root (not the leaves) for prostate.,Low.,FALSE,1; 2
C-vitamin,Vitamin C,Green,500 mg,1000 mg,Immune system.,Antioxidant.,Low.,TRUE,1
C-vitamin (Liposomal),Vitamin C (Liposomal),Green,1000 mg,3000 mg,"Higher absorption, stays longer.","Dyrare, men effektivare.",Low.,TRUE,1; 8
Capsaicin (Cayenne),Capsaicin,Green,40000 HU,100000 HU,"Termogenes, metabolism.",May irritate the stomach.,Low.,FALSE,6
Catuaba,Catuaba Bark,Blue,500 mg,1000 mg,"Libido, dopamin?",Brasiliansk bark.,Low.,FALSE,2
CBD (Fullspektrum),CBD Oil,Green,10 mg,50 mg,"Sleep, pain, anxiety.",Endocannabinoid-systemet.,Low. Price?,FALSE,7; 5
Celastrus Paniculatus,Celastrus Paniculatus,Blue,200 mg,500 mg,"""Intellect Tree"", memory.",Ayurvedisk nootropic.,Low.,FALSE,4
Chaga,Chaga Mushroom,Green,1 g,2 g,"Antioxidant, immun.",Birch mushroom.,Low.,FALSE,1
Chaga,Chaga,Green,1 g,2 g,Antioxidant/Immun.,Superoxid dismutas (SOD).,Low.,FALSE,1
Chlorella,Chlorella (Broken Cell Wall),Green,3 g,6 g,"Chlorophyll, detox.",Must have 'broken cell wall'.,Low.,FALSE,1; 6
Chrysin,Chrysin,Blue,500 mg,1000 mg,Aromatase inhibitor (theoretical).,Very poor oral absorption.,Low.,FALSE,2
Cissus,Cissus Quadrangularis,Blue,500 mg,1000 mg,"Bone healing, joints.",Ketosteroner.,Low.,FALSE,9
Citikolin,Citicoline,Green,250 mg,500 mg,Acetylkolin/Dopamin.,Fokus/Energi.,Low.,FALSE,4
Citikolin (CDP-Choline),Citicoline (CDP-Choline),Green,250 mg,500 mg,"Increases dopamine receptors, phospholipids.",Very good bioavailability.,Low.,FALSE,4; 8
Citronmeliss,Lemon Balm (Melissa officinalis),Green,300 mg,600 mg,"Calming, GABA transaminase inhibitor.",Cognition under stress.,Low.,FALSE,5; 7
Citronmeliss,Lemon Balm,Green,300 mg,600 mg,"Oro, mage.",GABA-T inhibitors.,Low.,FALSE,5; 7
Citrulline Malate,L-Citrulline Malate (2:1),Green,6000 mg,8000 mg,Pre-workout for pump/blood flow.,Better than Arginine for increasing Arginine.,Low.,FALSE,3; 2; 1
CLA,Conjugated Linoleic Acid,Green,3 g,6 g,Fat loss (moderate effect).,From safflower oil.,Low.,FALSE,6
CLA,CLA,Green,3 g,6 g,Fettmassa?,Uncertain effect in humans.,Low.,FALSE,6
CoQ10,CoQ10,Green,100 mg,200 mg,"Rynkreduktion, energi.",Ubiquinone/Ubiquinol.,Low.,FALSE,1; 8
Cordyceps (Sinensis),Cordyceps Sinensis (CS-4),Green,1 g,3 g,"Syreupptag, ATP, energi.",Mycelium-extrakt (CS-4) vanligast.,Low.,FALSE,3; 2
Curcumin,Curcumin,Green,500 mg,1000 mg,Inflammation.,Phytosome/Piperine is required.,Medium. Blood-thinning.,FALSE,9; 1
Curcumin (Fytosom/Lipid),Curcumin (Phytosome/Lipid),Green,500 mg,1000 mg,Potent antiinflammatorisk.,Common curcumin is poorly absorbed.,Medium. Blood thinner.,FALSE,9; 8; 4
Curcumin (Longvida),Curcumin (Longvida),Green,400 mg,800 mg,"Brain health, cognition.",Korsar BBB (fri curcumin).,Low.,FALSE,4; 8
Curcumin (Meriva),Curcumin Phytosome (Meriva),Green,500 mg,1000 mg,"Joint pain, inflammation.",Kliniskt studerad form.,Low.,FALSE,9
D-Asparaginsyra,D-Aspartic Acid (DAA),Green,3 g,3 g,Testosterone (temporary boost).,LH stimulation. Effect diminishing?,Low.,FALSE,2
D-Asparaginsyra,D-Aspartic Acid,Green,3 g,3 g,Testosteron (kort sikt).,LH-puls.,Low.,FALSE,2
D-Chiro-Inositol,D-Chiro-Inositol,Blue,50 mg,100 mg,PCOS (40:1 ratio with Myo).,Secondary messenger insulin.,Low.,FALSE,6
D-Mannose,D-Mannose,Green,1 g,2 g,Urinary tract infection (E. coli).,Binds bacteria in the bladder.,Low.,FALSE,1
D-Mannose,D-Mannose,Green,2 g,4 g,Urinary tract infection.,Binder E.coli.,Low.,FALSE,1
D-Serin,D-Serine,Blue,1000 mg,2000 mg,NMDA-receptor (schizofreni-studier).,Kognition.,Low.,FALSE,4
D-vitamin,Vitamin D3,Green,2000 IU,5000 IU,"Immune system, bone.",Hormonell effekt.,Low.,TRUE,1; 9
D-vitamin,Vitamin D3,Green,2000 IU,5000 IU,T-cellsaktivering.,Critical for the immune system.,Low.,TRUE,1
D-vitamin,Vitamin D,Green,2000 IU,5000 IU,Seasonal Affective Disorder (SAD).,Serotoninsyntes.,Low.,TRUE,5; 1
D-vitamin,Vitamin D,Green,2000 IU,5000 IU,Brain health.,Receptors in the brain.,Low.,TRUE,4; 1
D-vitamin,Vitamin D,Green,2000 IU,5000 IU,Insulinsekretion.,Betacell-funktion.,Low.,TRUE,6; 1
Damiana,Damiana,Blue,400 mg,800 mg,Libido (both genders).,Relaxing.,Low.,FALSE,2
DGL Lakrits,DGL (Deglycyrrhizinated Licorice),Green,380 mg,760 mg,"Stomach ulcer, heartburn.",Without glycyrrhizin (does not raise blood pressure).,Low.,FALSE,1
DHEA,DHEA,Green,25 mg,50 mg,Hormonprekursor.,Only in case of confirmed deficiency (age).,High. Hormonal side effects.,FALSE,8; 2
DHEA,DHEA,Green,25 mg,50 mg,Hormone precursor (older).,Increases T and Estrogen.,High. Hormonal imbalance.,FALSE,8; 2
DIM,DIM (Diindolylmethane),Blue,100 mg,200 mg,Estrogen metabolism.,From cruciferous vegetables.,Low. Can alter hormonal balance.,FALSE,6; 2
DIM,DIM,Green,100 mg,200 mg,Estrogen balance.,"""Good"" estrogen metabolites.",Low.,FALSE,6
DIM (Diindolylmethane),DIM (Diindolylmethane),Green,100 mg,200 mg,Estrogen balance (acne/PMS).,From cabbage.,Low.,FALSE,6
Djävulsklo,Devil's Claw,Green,500 mg,1000 mg,"Back pain, osteoarthritis.",Harpagosid.,Low.,FALSE,9
Dong Quai,Dong Quai,Blue,500 mg,1000 mg,Women's health (PMS).,"""Kvinnlig ginseng"".",Medium. Blood-thinning.,FALSE,1
Druvkärneextrakt,Grape Seed Extract,Green,100 mg,300 mg,"Blodtryck, cirkulation.",Rich in OPC (proanthocyanidins).,Low.,FALSE,1; 8
Druvkärneextrakt,Grape Seed Extract,Green,150 mg,300 mg,"Blood pressure, edema.",Standardized for OPC.,Low.,FALSE,1
Druvkärneextrakt,Grape Seed Extract,Green,100 mg,300 mg,"Collagen protection, vessels.",Antioxidant.,Low.,FALSE,1
Druvkärneextrakt,Grape Seed Extract,Green,150 mg,300 mg,Blodtryck.,OPCs.,Low.,FALSE,1
Dynamine,Methylliberine (Dynamine),Blue,50 mg,100 mg,Snabb energi/fokus.,Faster than caffeine/theacrine.,Low.,FALSE,3; 4
E-vitamin,Vitamin E,Green,200 IU,400 IU,Immune function (elderly).,T-cellsfunktion.,Low.,TRUE,1
E-vitamin (Gamma-tokoferol),Gamma-Tocopherol,Green,100 mg,300 mg,Anti-inflammatory form of vitamin E.,Kompletterar Alfa-tokoferol.,Low.,FALSE,1; 8
EAA,EAA (Essential Amino Acids),Green,10 g,20 g,Stimulerar proteinsyntes (mTOR).,Take on an empty stomach around training.,Low.,FALSE,2; 3; 7
Ecdysterone,Ecdysterone (Spinach/Cyanotis),Green,500 mg,1000 mg,"Muskelbyggande, anabol.",Binder ER-beta receptorn.,Low.,FALSE,2
Echinacea,Echinacea,Green,300 mg,900 mg,Cold.,Increases phagocytosis.,Low. Autoimmune risk?,FALSE,1
Elektrolyter,Electrolytes (Na/K/Mg),Green,Varierar,Varierar,Hydration during sweating.,Balans viktig.,Low.,FALSE,3
Enoki,Enoki Mushroom,Blue,500 mg,1000 mg,"Nutrition, immune.",Mat-svamp.,Low.,FALSE,1
Enzymer (DAO),DAO (Diamine Oxidase),Green,4.2 mg,N/A,Histaminintolerans.,Bryter ner histamin i mat.,Low.,FALSE,1
Enzymer (Digestive),Digestive Enzymes,Green,N/A,N/A,Digestive support.,Taken with food. Varies greatly.,Low.,FALSE,1
Enzymer (Gluten),Gluten Digesting Enzymes (DPP-IV),Blue,N/A,N/A,In gluten sensitivity (not celiac disease!).,Bryter ner prolin-rika proteiner.,Low. Not for Celiac disease.,FALSE,1
Enzymer (Laktas),Lactase Enzyme,Green,3000 FCC,9000 FCC,Laktosintolerans.,Taken with the intake of milk.,Low.,FALSE,1
Epicatechin,Epicatechin,Blue,100 mg,300 mg,"Myostatin inhibitors, NO, muscles.",From cocoa/tea.,Low.,FALSE,2; 3
Exogena Ketoner (BHB),Exogenous Ketones (BHB Salts),Green,3 g,12 g,"Immediate ketosis, brain energy.",Contains a lot of salt (Na/Ca/Mg).,Low. Stomach discomfort.,FALSE,6; 3; 4
Fasoracetam,Fasoracetam,Blue,20 mg,80 mg,"Fokus, ADHD-forskning.",Uppreglerar GABA-B.,Low.,FALSE,4
Fenugreek (Bockhornsklöver),Fenugreek Extract,Green,500 mg,1000 mg,"Libido, blodsocker, amning.",Can block DHT.,Low.,FALSE,2; 6
Fenylalanin (DLPA),DL-Phenylalanine (DLPA),Green,500 mg,1500 mg,"Pain (endorphins), mood.",Mixture of D- and L-form.,Low.,FALSE,4; 5
Fenyletylamin,PEA (Phenylethylamine),Blue,300 mg,500 mg,"""The love molecule"", focus.",Bryts ner snabbt (MAO-B).,Medium. Short-term effect.,FALSE,4
Fenylpiracetam,Phenylpiracetam,Blue,100 mg,200 mg,"Fysisk/mental energi, kyla.",Stimulant. Doping classified (competition).,Low. Tolerance quickly.,FALSE,4; 3
Fiber (Glucomannan),Glucomannan,Green,1 g,3 g,"Blood sugar, saturation.",Gelbildande fiber.,Low.,FALSE,6
Fisetin,Fisetin,Blue,100 mg,1400 mg,High dose in short intervals (senolytic).,Taken with fat. Low bioavailability.,Low.,FALSE,8; 4
Fiskolja,Fish Oil (Omega-3),Green,2 g,4 g,Ledstelhet.,Antiinflammatorisk.,Low.,TRUE,9; 1
Fläderbär,Elderberry (Sambucus),Green,500 mg,1000 mg,Cold/Flu.,Antiviral effekt.,Low.,FALSE,1
Fo-Ti (He Shou Wu),Fo-Ti (He Shou Wu),Blue,500 mg,1000 mg,"Gray hair, vitality.",Liver impact (be cautious).,Medium. Liver toxicity?,FALSE,1
Folsyra,Folic Acid,Green,400 mcg,800 mcg,"Pregnancy, cell division.","Synthetic, can mask B12 deficiency.",Low.,TRUE,1
Folsyra (Metyl),Methylfolate,Green,400 mcg,800 mcg,Pregnancy (fetus).,Aktivt folat.,Low.,TRUE,1
Forskolin,Forskolin (Coleus Forskohlii),Green,25 mg,50 mg,"Fat burning, cAMP.",Standardized to 10-20%.,Low. Stomach (loose).,FALSE,6; 2
Fosfatidsyra,Phosphatidic Acid (PA),Green,750 mg,1500 mg,"mTOR-aktivering, muskelstyrka.",Direct signal for muscle growth.,Low.,FALSE,2
Fosfatidylserin,Phosphatidylserine,Green,100 mg,300 mg,"Lowers cortisol, supports memory.",Soy or sunflower lecithin origin.,Low.,FALSE,5; 4; 7
Fosfatidylserin,Phosphatidylserine,Green,300 mg,600 mg,Sleep (cortisol-driven).,Lowers cortisol in the evening.,Low.,FALSE,7; 5
Fosfatidylserin,Phosphatidylserine,Green,100 mg,300 mg,"Minne, stress.",Membranfluiditet.,Low.,FALSE,4; 5
Fukoxantin,Fucoxanthin,Blue,2.4 mg,8 mg,Fat burning (from seaweed).,Takes a long time for effect (weeks).,Low.,FALSE,6
Fänkål,Fennel Seed,Blue,500 mg,1000 mg,"Gas, digestion.",Anticonvulsant.,Low.,FALSE,1
GABA,GABA,Blue,500 mg,750 mg,Lugnande.,Poor absorption across the BBB (physiologically).,Low. Tingling may occur.,FALSE,5; 7
GABA,GABA,Blue,500 mg,1000 mg,Anxiety.,Poor absorption.,Low.,FALSE,5
GABA (PharmaGABA),PharmaGABA,Green,100 mg,200 mg,"Fermented form, better absorption?","Stress, sleep.",Low.,FALSE,5; 7
GABA (Syntetisk),GABA,Blue,1 g,3 g,"Increases GH (theoretically), sleep.",Poor uptake to the brain.,Low.,FALSE,5; 7
Galantamin,Galantamine,Green,4 mg,12 mg,"Memory, dreams (lucid dreaming).",Alzheimer's medication (also supplements).,Medium. Nausea.,FALSE,4
Garcinia Cambogia,Garcinia Cambogia (HCA),Blue,500 mg,1500 mg,"Aptit, fettsyntes.",Effekt debatterad. 50-60% HCA.,Low.,FALSE,6
Ginkgo,Ginkgo Biloba,Green,120 mg,240 mg,Circulation brain.,Memory older.,Medium. Bleeding.,FALSE,4
Ginkgo Biloba,Ginkgo Biloba,Green,120 mg,240 mg,"Blood flow brain, memory.",Standardiserat extrakt (EGb-761).,Medium. Blood-thinning.,FALSE,4
Ginkgo Biloba,Ginkgo Biloba,Green,120 mg,240 mg,Blood flow (sexual).,Mikrocirkulation.,Medium. Bleeding.,FALSE,4; 2
Ginseng,Panax Ginseng,Green,200 mg,400 mg,"Erektion, energi.",Nitric oxide mediator.,Low.,FALSE,2; 3
Ginseng (Amerikansk),American Ginseng,Green,500 mg,1000 mg,"Lugnande energi, kognition.",Kylande (TCM).,Low.,FALSE,4
Ginseng (Panax),Panax Ginseng,Green,200 mg,400 mg,"Energi, libido, kognition.",Standardisera ginsenosider (4-8%).,Low. Can raise blood pressure.,FALSE,3; 2; 4
Ginseng (Sibirisk),Eleuthero (Siberian Ginseng),Green,500 mg,1000 mg,"Endurance, immune system.",Milder than Panax.,Low.,FALSE,3; 1
GLA (Nattljusolja),GLA (Evening Primrose Oil),Green,1 g,3 g,"Hudproblem (eksem), hormoner.",Omega-6 (antiinflammatorisk).,Low.,FALSE,1; 6
Glukomannan,Glucomannan (Konjac),Green,1 g,3 g,"Fiber, feeling of fullness.",Expanderar i magen (drick vatten!).,Low. Risk of suffocation without water.,FALSE,6
Glukosamin,Glucosamine Sulfate,Green,1500 mg,1500 mg,Artros.,Sulfat > HCL.,Low.,FALSE,9
Glukosamin Sulfat,Glucosamine Sulfate,Green,1500 mg,1500 mg,"Cartilage health, osteoarthritis.",The sulfa form has the best evidence.,Low. Shellfish allergy?,FALSE,9
Glutathion (Reducerat),Glutathione (Reduced),Blue,250 mg,500 mg,Antioxidant.,Poor oral absorption (Setria better).,Low.,FALSE,1; 8
Glutation,Glutathione,Blue,250 mg,500 mg,"Skin lightening, detox.",Liposome best.,Low.,FALSE,1; 8
Glutation,Glutathione,Blue,250 mg,500 mg,Master antioxidant.,Fuel for the immune system.,Low.,FALSE,1
Glycerol,Glycerol (Glycerpump),Green,2 g,5 g,"Hyperhydrering, pump.",Binds fluid in the muscle.,Low. Clumps in powder.,FALSE,3
Glycin,Glycine,Green,3 g,5 g,"Sleep quality, collagen building block.","Sweet taste, taken at bedtime.",Low.,FALSE,7; 8; 9
Glycin,Glycine,Green,3 g,5 g,Sleep quality.,Lowers body temperature.,Low.,FALSE,7
Gojibär,Goji Berry (Lycium),Green,10 g,30 g,"Eyes, immune system.",Rich in zeaxanthin.,Low.,FALSE,1
Gotu Kola,Gotu Kola (Centella Asiatica),Green,300 mg,600 mg,"Skin, anxiety, circulation.",Increases collagen synthesis.,Low.,FALSE,1; 5; 4
Gotu Kola,Gotu Kola,Blue,500 mg,1000 mg,"Nerver, minne.",Neuroprotektiv.,Low.,FALSE,4
Grains of Paradise,Grains of Paradise (Aframomum),Green,30 mg,80 mg,Aktiverar brunt fett (BAT).,Spice from the ginger family.,Low.,FALSE,6
Granatäppleextrakt,Pomegranate Extract,Green,250 mg,500 mg,"Heart, blood flow, ellagic acid.",Can be converted to Urolithin A.,Low.,FALSE,1; 8
Grapefruktkärneextrakt,Grapefruit Seed Extract,Blue,100 mg,200 mg,Antimikrobiell.,Controversial (preservative?).,Medium. CYP3A4 inhibitor.,FALSE,1
Gröna Kaffebönor,Green Coffee Bean Extract,Green,200 mg,400 mg,"Blodsocker, klorogensyra.",Low caffeine.,Low.,FALSE,6
Grönt Kaffe,Green Coffee Extract,Green,400 mg,800 mg,"Blodsocker, vikt.",Klorogensyra (50%).,Low.,FALSE,6
Grönt Kaffe,Green Coffee,Blue,200 mg,400 mg,Glukosupptag.,Klorogensyra.,Low.,FALSE,6
Grönt Te,Green Tea,Green,250 mg,500 mg,Metabolism.,EGCG.,Low.,FALSE,6
Grönt Te (EGCG),Green Tea Extract (EGCG),Green,250 mg,500 mg,"Fat burning, antioxidant.",Can affect the liver in extreme doses.,Medium. Liver toxicity (rare).,FALSE,6; 8
Grönt Te (Extrakt),Green Tea Extract,Green,250 mg,500 mg,"Hudskydd, metabolism.",Polyfenoler (EGCG).,Low.,FALSE,1; 6
Guaraná,Guarana,Green,200 mg,800 mg,Natural caffeine (slow-release).,Released more slowly than synthetic.,Low.,FALSE,3
Gullris,Goldenrod,Blue,300 mg,600 mg,"Kidneys, urinary tract.",Diuretisk/Antiinflammatorisk.,Low.,FALSE,1
Gurkmeja (Hel),Turmeric Root Powder,Blue,1 g,3 g,Mild antiinflammatorisk.,Poorly absorbed without black pepper/fat.,Low.,TRUE,1; 9
